1.000000000000000e-03,7.203626128223506e+07,-7.203626128223506e+07
1.010000000000000e-01,7.167875901950780e+06,-7.167875901950780e+06
2.010000000000000e-01,5.081046107826899e+06,-5.081046107826899e+06
3.010000000000000e-01,4.152101073031887e+06,-4.152101073031887e+06
4.010000000000000e-01,3.597319221982390e+06,-3.597319221982390e+06
5.010000000000000e-01,3.218342806198317e+06,-3.218342806198317e+06
6.010000000000001e-01,2.938420387767094e+06,-2.938420387767094e+06
7.010000000000001e-01,2.720772038289893e+06,-2.720772038289893e+06
8.010000000000000e-01,2.545276141425113e+06,-2.545276141425113e+06
9.010000000000000e-01,2.399875815211649e+06,-2.399875815211649e+06
1.001000000000000e+00,2.276848457983494e+06,-2.276848457983494e+06
1.101000000000000e+00,2.170988411015857e+06,-2.170988411015857e+06
1.201000000000000e+00,2.078641821739088e+06,-2.078641821739088e+06
1.301000000000000e+00,1.997158423236323e+06,-1.997158423236323e+06
1.401000000000000e+00,1.924562844125063e+06,-1.924562844125063e+06
1.501000000000000e+00,1.859348588860723e+06,-1.859348588860723e+06
1.601000000000000e+00,1.800344012431954e+06,-1.800344012431954e+06
1.701000000000000e+00,1.746622328610893e+06,-1.746622328610893e+06
1.801000000000000e+00,1.697439515959274e+06,-1.697439515959274e+06
1.901000000000000e+00,1.652190444970107e+06,-1.652190444970107e+06
2.001000000000000e+00,1.610377226725167e+06,-1.610377226725167e+06
2.101000000000000e+00,1.571585953153585e+06,-1.571585953153585e+06
2.201000000000000e+00,1.535469320241895e+06,-1.535469320241895e+06
2.301000000000000e+00,1.501733452896134e+06,-1.501733452896134e+06
2.401000000000000e+00,1.470127781270103e+06,-1.470127781270103e+06
2.501000000000000e+00,1.440437167014281e+06,-1.440437167014281e+06
2.601000000000000e+00,1.412475711416374e+06,-1.412475711416374e+06
2.701000000000000e+00,1.386081836697912e+06,-1.386081836697912e+06
2.801000000000000e+00,1.361114342219775e+06,-1.361114342219775e+06
2.901000000000000e+00,1.337449215164667e+06,-1.337449215164667e+06
3.001000000000000e+00,1.314977030842592e+06,-1.314977030842592e+06
3.101000000000000e+00,1.293600817977848e+06,-1.293600817977848e+06
3.201000000000000e+00,1.273234293781438e+06,-1.273234293781438e+06
3.301000000000000e+00,1.253800395414954e+06,-1.253800395414954e+06
3.401000000000000e+00,1.235230050762649e+06,-1.235230050762649e+06
3.501000000000000e+00,1.217461143749084e+06,-1.217461143749084e+06
3.601000000000000e+00,1.200437638830767e+06,-1.200437638830767e+06
3.701000000000000e+00,1.184108836509064e+06,-1.184108836509064e+06
3.801000000000000e+00,1.168428737304964e+06,-1.168428737304964e+06
3.901000000000000e+00,1.153355496002667e+06,-1.153355496002667e+06
4.001000000000000e+00,1.138850951401558e+06,-1.138850951401558e+06
4.101000000000000e+00,1.124880219532787e+06,-1.124880219532787e+06
4.201000000000001e+00,1.111411340460186e+06,-1.111411340460186e+06
4.301000000000000e+00,1.098414970518564e+06,-1.098414970518564e+06
4.401000000000001e+00,1.085864113239064e+06,-1.085864113239064e+06
4.501000000000000e+00,1.073733883342526e+06,-1.073733883342526e+06
4.601000000000000e+00,1.062001299102942e+06,-1.062001299102942e+06
4.701000000000001e+00,1.050645099136726e+06,-1.050645099136726e+06
4.801000000000000e+00,1.039645580293053e+06,-1.039645580293053e+06
4.901000000000001e+00,1.028984453831931e+06,-1.028984453831931e+06
5.001000000000000e+00,1.018644717500851e+06,-1.018644717500851e+06
5.101000000000000e+00,1.008610541473849e+06,-1.008610541473849e+06
5.201000000000001e+00,9.988671664119445e+05,-9.988671664119445e+05
5.301000000000000e+00,9.894008121514332e+05,-9.894008121514332e+05
5.401000000000001e+00,9.801985957348755e+05,-9.801985957348755e+05
5.501000000000000e+00,9.712484576757052e+05,-9.712484576757052e+05
5.601000000000000e+00,9.625390954965412e+05,-9.625390954965412e+05
5.701000000000001e+00,9.540599037081527e+05,-9.540599037081527e+05
5.801000000000000e+00,9.458009195042147e+05,-9.458009195042147e+05
5.901000000000001e+00,9.377527735395100e+05,-9.377527735395100e+05
6.001000000000000e+00,9.299066452386120e+05,-9.299066452386120e+05
6.101000000000000e+00,9.222542221503381e+05,-9.222542221503381e+05
6.201000000000001e+00,9.147876629221388e+05,-9.147876629221388e+05
6.301000000000000e+00,9.074995635194761e+05,-9.074995635194761e+05
6.401000000000001e+00,9.003829263593523e+05,-9.003829263593523e+05
6.501000000000000e+00,8.934311320654766e+05,-8.934311320654766e+05
6.601000000000000e+00,8.866379135859092e+05,-8.866379135859092e+05
6.701000000000001e+00,8.799973324431526e+05,-8.799973324431526e+05
6.801000000000000e+00,8.735037569121117e+05,-8.735037569121117e+05
6.901000000000001e+00,8.671518419436688e+05,-8.671518419436688e+05
7.001000000000000e+00,8.609365106712101e+05,-8.609365106712101e+05
7.101000000000001e+00,8.548529373546859e+05,-8.548529373546859e+05
7.201000000000001e+00,8.488965316319820e+05,-8.488965316319820e+05
7.301000000000000e+00,8.430629239608118e+05,-8.430629239608118e+05
7.401000000000001e+00,8.373479521462045e+05,-8.373479521462045e+05
7.501000000000000e+00,8.317476488592002e+05,-8.317476488592002e+05
7.601000000000001e+00,8.262582300617020e+05,-8.262582300617020e+05
7.701000000000001e+00,8.208760842607508e+05,-8.208760842607508e+05
7.801000000000000e+00,8.155977625228836e+05,-8.155977625228836e+05
7.901000000000001e+00,8.104199691858462e+05,-8.104199691858462e+05
8.001000000000001e+00,8.053395532108236e+05,-8.053395532108236e+05
8.101000000000001e+00,8.003535001236377e+05,-8.003535001236377e+05
8.201000000000001e+00,7.954589244980806e+05,-7.954589244980806e+05
8.301000000000000e+00,7.906530629388079e+05,-7.906530629388079e+05
8.401000000000000e+00,7.859332675250182e+05,-7.859332675250182e+05
8.501000000000001e+00,7.812969996795848e+05,-7.812969996795848e+05
8.601000000000001e+00,7.767418244313885e+05,-7.767418244313885e+05
8.701000000000001e+00,7.722654050413943e+05,-7.722654050413943e+05
8.801000000000000e+00,7.678654979655284e+05,-7.678654979655284e+05
8.901000000000000e+00,7.635399481296921e+05,-7.635399481296921e+05
9.001000000000001e+00,7.592866844943049e+05,-7.592866844943049e+05
9.101000000000001e+00,7.551037158876447e+05,-7.551037158876447e+05
9.201000000000001e+00,7.509891270889398e+05,-7.509891270889398e+05
9.301000000000000e+00,7.469410751437155e+05,-7.469410751437155e+05
9.401000000000000e+00,7.429577858952872e+05,-7.429577858952872e+05
9.501000000000001e+00,7.390375507175793e+05,-7.390375507175793e+05
9.601000000000001e+00,7.351787234356015e+05,-7.351787234356015e+05
9.701000000000001e+00,7.313797174209725e+05,-7.313797174209725e+05
9.801000000000000e+00,7.276390028508592e+05,-7.276390028508592e+05
9.901000000000000e+00,7.239551041195673e+05,-7.239551041195673e+05
